universe_id,preregistration_status,status,passed,promotion_to_default,total_symbols,usable_symbols,passed_symbols,gate_pass_rate,maximum_adaptive_mdd_pct,threshold_minimum_usable_symbols,threshold_minimum_gate_pass_rate,threshold_maximum_symbol_mdd_pct,minimum_usable_symbols_met,minimum_gate_pass_rate_met,maximum_symbol_mdd_met
twse_stratified_phase_a_2012_anchor,preregistered_before_backtest,hold_for_revision,False,False,14,0,0,0.0,,10,0.7,12.0,False,False,False
