symbol,date,open,high,low,close,volume
2330.TW,2014-01-02,75.10461980646306,75.46226085316052,74.03169666637073,74.74697875976562,15071000
2330.TW,2014-01-03,73.67405492270865,73.67405492270865,72.95877283608041,73.31641387939453,38599000
2330.TW,2014-01-06,72.95877283608041,73.67405492270865,72.95877283608041,73.31641387939453,23706000
2330.TW,2014-01-07,73.31641945184445,73.67406052234125,72.95877838134766,72.95877838134766,15836000
2330.TW,2014-01-08,73.67406111497145,74.74698433509239,73.3164200415978,74.38934326171875,30218000
2330.TW,2014-01-09,73.3164152768579,73.6740563269889,71.88585107633384,72.24349212646484,63998000
2330.TW,2014-01-10,72.95877838134766,73.31641945184445,72.60113731085085,72.95877838134766,33266000
2330.TW,2014-01-13,73.67405700683594,74.03169806026717,73.3164159534047,73.67405700683594,19545000
2330.TW,2014-01-14,73.31642556305668,74.03170776367188,72.9587844627491,74.03170776367188,21639000
2330.TW,2014-01-15,74.38932466052827,75.81988859630766,74.38932466052827,75.10460662841797,54299000
2330.TW,2014-01-16,75.81991220634674,76.89283549228561,75.81991220634674,76.53519439697266,49437000
2330.TW,2014-01-17,77.25047862917877,77.6081197339435,76.53519641964934,76.89283752441406,53446000
2330.TW,2014-01-20,76.53519641964934,77.6081197339435,76.53519641964934,76.89283752441406,24245000
2330.TW,2014-01-21,77.60811561262103,77.60811561262103,75.81991018375881,76.17755126953125,24568000
2330.TW,2014-01-22,75.8199142101199,76.89283752441406,75.8199142101199,76.89283752441406,28698000
2330.TW,2014-01-23,77.6081197339435,77.6081197339435,76.89283752441406,76.89283752441406,27910000
2330.TW,2014-01-24,76.53519086484556,77.60811410126863,76.53519086484556,77.25047302246094,33999000
2330.TW,2014-01-27,75.81988859630766,76.17752958025251,74.38932466052827,75.10460662841797,64827000
2330.TW,2014-02-05,72.95877211841184,72.95877211841184,71.88584899902344,71.88584899902344,145517000
2330.TW,2014-02-06,72.24349624035405,73.67406052234125,72.24349624035405,72.95877838134766,71895000
2330.TW,2014-02-07,74.0317021883451,74.74698433509239,73.67406111497145,74.38934326171875,54104000
2330.TW,2014-02-10,74.38933911369843,74.74698016712966,73.67405700683594,73.67405700683594,26221000
2330.TW,2014-02-11,74.74697875976562,75.10461980646306,74.38933771306819,74.74697875976562,21030000
2330.TW,2014-02-12,75.10460662841797,75.46224761236282,74.74696564447312,75.10460662841797,22692000
2330.TW,2014-02-13,75.10460662841797,75.81988859630766,75.10460662841797,75.10460662841797,19561000
2330.TW,2014-02-14,76.17755531488463,76.89283752441406,76.17755531488463,76.89283752441406,42658000
2330.TW,2014-02-17,77.25047506165394,77.60811614990234,76.89283397340554,77.60811614990234,33403000
2330.TW,2014-02-18,77.60811410126863,77.60811410126863,76.89283194365325,77.25047302246094,22196000
2330.TW,2014-02-19,77.25047302246094,77.25047302246094,76.53519086484556,77.25047302246094,26867000
2330.TW,2014-02-20,76.17755126953125,76.53519235530369,75.81991018375881,76.17755126953125,28429000
2330.TW,2014-02-21,76.53519641964934,76.89283752441406,76.53519641964934,76.89283752441406,31448000
2330.TW,2014-02-24,76.89283549228561,77.25047658759857,75.81991220634674,76.53519439697266,32033000
2330.TW,2014-02-25,76.89283194365325,77.25047302246094,76.17754978603787,77.25047302246094,31499000
2330.TW,2014-02-26,76.89283752441406,77.25047862917877,76.53519641964934,76.89283752441406,34908000
2330.TW,2014-02-27,76.89283194365325,77.25047302246094,76.89283194365325,77.25047302246094,48583000
2330.TW,2014-03-03,77.25047302246094,77.25047302246094,76.17754978603787,77.25047302246094,51435000
2330.TW,2014-03-04,77.25047862917877,77.25047862917877,76.89283752441406,76.89283752441406,47911000
2330.TW,2014-03-05,77.60810713334517,78.6810302734375,77.60810713334517,78.6810302734375,54846000
2330.TW,2014-03-06,78.68102014592263,81.18450715056562,78.68102014592263,80.82686614990234,69737000
2330.TW,2014-03-07,81.54216209977996,82.25744422346223,81.18452103793881,81.8998031616211,65651000
2330.TW,2014-03-10,81.8997891518922,81.8997891518922,80.46922514923905,80.82686614990234,37846000
2330.TW,2014-03-11,81.18452657733047,81.89980874981796,81.18452657733047,81.54216766357422,28415000
2330.TW,2014-03-12,80.46922514923905,80.82686614990234,80.11158414857577,80.82686614990234,18376000
2330.TW,2014-03-13,83.33036804199219,84.04565017110801,82.61508591287638,83.33036804199219,56987000
2330.TW,2014-03-14,82.25746154785156,82.61510268501614,81.54217927352242,82.25746154785156,44655000
2330.TW,2014-03-17,81.89980874981796,82.25744983606171,80.82688549108673,81.54216766357422,33845000
2330.TW,2014-03-18,81.8998031616211,82.25744422346223,81.18452103793881,81.8998031616211,37464000
2330.TW,2014-03-19,81.8998031616211,82.25744422346223,81.18452103793881,81.8998031616211,32171000
2330.TW,2014-03-20,80.82686185836792,81.18450284004211,80.11157989501953,80.11157989501953,45292000
2330.TW,2014-03-21,81.54214599609375,81.54214599609375,80.11158203125001,80.46922302246094,60088000
2330.TW,2014-03-24,79.75394104003907,80.46922302246094,79.75394104003907,80.46922302246094,28463000
2330.TW,2014-03-25,79.75394523721434,81.18450927734375,79.75394523721434,81.18450927734375,38029000
2330.TW,2014-03-26,82.6150894165039,82.97273049622903,81.89980725705367,82.6150894165039,43314000
2330.TW,2014-03-27,81.89980174755227,82.97272491455078,81.54216069188611,82.97272491455078,30745000
2330.TW,2014-03-28,82.9727159865359,84.04563903808594,82.61507496935256,84.04563903808594,43654000
2330.TW,2014-03-31,84.40328425797733,84.76092529296875,83.33036115300304,84.76092529296875,46921000
2330.TW,2014-04-01,85.1185704953501,85.47621154785156,84.76092944284862,85.47621154785156,40015000
2330.TW,2014-04-02,86.19149573644002,86.54913679758707,85.11857255299886,85.83385467529297,43151000
2330.TW,2014-04-03,84.76092529296875,85.11856632796018,84.0456432229859,84.76092529296875,36937000
2330.TW,2014-04-07,84.04563903808594,84.40328005526928,83.33035700371924,84.04563903808594,45015000
2330.TW,2014-04-08,83.68799674410779,85.47620180274258,83.68799674410779,85.11856079101562,39873000
2330.TW,2014-04-09,85.47620180274258,85.83384281446953,85.11856079101562,85.11856079101562,28578000
2330.TW,2014-04-10,85.1185704953501,85.47621154785156,84.76092944284862,85.47621154785156,25612000
2330.TW,2014-04-11,84.7609314918518,85.83385467529297,84.40329043070474,85.83385467529297,34449000
2330.TW,2014-04-14,85.8338491352762,86.5491312114035,85.8338491352762,86.19149017333984,30297000
2330.TW,2014-04-15,86.9067805387536,87.62206268310547,86.54913946657766,87.62206268310547,28525000
2330.TW,2014-04-16,86.9067896693206,87.62207188882118,86.54914855957031,86.54914855957031,49971000
2330.TW,2014-04-17,86.19149573644002,86.90677785873413,85.11857255299886,85.83385467529297,35783000
2330.TW,2014-04-18,87.62206473001619,87.97970581054688,86.54914148842415,87.97970581054688,32741000
2330.TW,2014-04-21,87.26442514427404,87.26442514427404,86.54914297096032,86.90678405761719,21736000
2330.TW,2014-04-22,86.54914297096032,87.62206623093091,86.19150188430346,86.90678405761719,22674000
2330.TW,2014-04-23,87.97971299857147,87.97971299857147,86.19150744982002,86.54914855957031,31054000
2330.TW,2014-04-24,86.54914855957031,86.54914855957031,85.83386634006973,86.54914855957031,24389000
2330.TW,2014-04-25,86.5491304679259,86.5491304679259,84.40328425797733,84.76092529296875,49361000
2330.TW,2014-04-28,84.76091977928867,85.83384281446953,84.04563775583475,85.11856079101562,28017000
2330.TW,2014-04-29,86.19149017333984,86.5491312114035,85.1185670591489,86.19149017333984,21769000
2330.TW,2014-04-30,85.83384839794304,86.19148943293447,83.68800218799447,84.76092529296875,43654000
2330.TW,2014-05-02,85.11857191182798,85.47621297028104,83.68800767801575,84.40328979492188,42629000
2330.TW,2014-05-05,84.04565990480602,84.40330101078392,82.97273658687233,83.68801879882812,28604000
2330.TW,2014-05-06,83.68800767801575,85.11857191182798,83.3303666195627,84.40328979492188,27491000
2330.TW,2014-05-07,84.40328425797733,85.11856632796018,84.0456432229859,84.76092529296875,33234000
2330.TW,2014-05-08,85.47621154785156,85.83385260035304,85.1185704953501,85.47621154785156,27052000
2330.TW,2014-05-09,85.83385467529297,85.83385467529297,85.11857255299886,85.83385467529297,22485000
2330.TW,2014-05-12,85.47620736295161,85.83384839794304,84.0456432229859,84.76092529296875,35472000
2330.TW,2014-05-13,85.8338491352762,86.5491312114035,85.47620809721255,86.19149017333984,24007000
2330.TW,2014-05-14,86.54913742815863,87.26441955566406,86.19149636440591,87.26441955566406,32763000
2330.TW,2014-05-15,86.54913742815863,87.26441955566406,86.19149636440591,87.26441955566406,16779000
2330.TW,2014-05-16,87.26441955566406,87.97970168316951,86.54913742815863,87.26441955566406,28390000
2330.TW,2014-05-19,87.26443077907089,87.62207188882118,86.54914855957031,86.54914855957031,18373000
2330.TW,2014-05-20,87.26443077907089,87.26443077907089,86.54914855957031,86.54914855957031,25192000
2330.TW,2014-05-21,87.2644132875308,87.2644132875308,86.19149017333984,86.19149017333984,24178000
2330.TW,2014-05-22,86.90677849191134,87.26441955566406,86.54913742815863,87.26441955566406,26290000
2330.TW,2014-05-23,86.54913742815863,87.62206061941679,86.54913742815863,87.26441955566406,31726000
2330.TW,2014-05-26,87.97970581054688,88.33734689107754,87.26442364948551,87.97970581054688,19792000
2330.TW,2014-05-27,87.6220743279708,88.69499768708882,87.6220743279708,88.33735656738281,18012000
2330.TW,2014-05-28,88.6949691772461,88.6949691772461,87.62204616300521,88.6949691772461,36670000
2330.TW,2014-05-29,88.33734274692223,88.69498381067496,86.90677849191134,87.26441955566406,43028000
2330.TW,2014-05-30,87.26441681035892,87.62205786286039,85.47621154785156,85.47621154785156,69042000
2330.TW,2014-06-03,85.83385732222577,87.62206268310547,85.83385732222577,87.62206268310547,37556000
2330.TW,2014-06-04,88.33735656738281,88.69499768708882,87.9797154476768,88.33735656738281,33407000
2330.TW,2014-06-05,87.97970581054688,88.33734689107754,86.90678256895484,87.97970581054688,19524000
2330.TW,2014-06-06,88.33734482745736,88.33734482745736,87.26442161092953,87.62206268310547,19230000
